電影ID,電影中文名,英譯,上映日期,片長,發行公司,IMDb分數,導演,演員,電影類型,分級
9352,真愛神出來,Someone In The Clouds,上映日期：2019-01-04,片　　長：01時41分,發行公司：影市堂股份有限公司,沒有評分,"['林明謙', '曾國駿(Gary)']","['簡嫚書', '林柏宏', '蔡振南(Tsai Chen-Nan)', '陳小春', '鄭家純', '黃嘉千', '姚以緹', '郝劭文']","['愛情', '喜劇']",保護級/P
9353,Fate/stay night [Heaven's Feel] II.迷途之蝶,Fate/stay night [Heaven's Feel] II. lost butterfly,上映日期：2019-03-15,片　　長：01時58分,發行公司：曼迪,IMDb分數：7.9,['須藤友徳'],"['杉山紀彰', '下屋則子', '神谷浩史(Hiroshi Kamiya)', '川澄綾子', '植田佳奈', '中田讓治', '諏訪部順一', '關智一', '門脇舞以']","['動畫', '奇幻']",輔15級/PG15
9359,毛骨悚然：趕盡殺絕,Jeepers Creepers 3,上映日期：2019-01-04,片　　長：01時42分,發行公司：威視,IMDb分數：4.0,['維克多沙爾瓦(Victor Salva)'],"['強納森布雷克(Jonathan Breck)', '史丹蕭爾(Stan Shaw)', '梅格福斯特(Meg Foster)', '蓋布瑞爾霍夫(Gabrielle Haugh)', '切斯特魯辛(Chester Rushing)']","['恐怖', '懸疑/驚悚']",輔15級/PG15
9365,廉政風雲 煙幕,Integrity,上映日期：2019-02-05,片　　長：01時55分,發行公司：華映,沒有評分,['麥兆輝'],"['張家輝(Nick Cheung)', '劉青雲(Sean Lau)', '林嘉欣(Karena Lam)', '袁詠儀']",['動作'],保護級/P
9368,黑鏡：潘達斯奈基,Black Mirror: Bandersnatch,上映日期：2018-12-28,片　　長：未提供,發行公司：Netflix,IMDb分數：7.4,['大衛斯萊德(David Slade)'],"['菲昂懷海德(Fionn Whitehead)', '愛麗絲羅威(Alice Lowe)', '威爾普爾特(Will Poulter)']","['科幻', '奇幻', '劇情']",未分類
9374,落紅,The Third Wife,上映日期：2019-02-22,片　　長：01時36分,發行公司：佳映,IMDb分數：7.1,['阮芳英(Ash Mayfair)'],"['阮芳茶媚(Nguyen Phuong Tra My)', '梅秋紅(Mai Thu Huong Maya)', '陳女燕溪(Nu Yên-Khê Tran)']",['劇情'],輔15級/PG15
9377,酷寒殺手,Cold Pursuit,上映日期：2019-02-27,片　　長：01時59分,發行公司：海樂,IMDb分數：6.5,[''],"['連恩尼遜(Liam Neeson)', '艾咪羅森(Emmy Rossum)', '蘿拉鄧恩(Laura Dern)']","['動作', '懸疑/驚悚']",輔15級/PG15
9382,我們,US,上映日期：2019-03-22,片　　長：01時57分,發行公司：環球影業,IMDb分數：7.4,['喬登皮爾(Jordan Peele)'],"[""露琵塔尼詠歐(Lupita Nyong'o)"", '伊莉莎白摩絲(Elisabeth Moss)', '伊凡艾利克(Evan Alex)', '溫斯頓杜克(Winston Duke)', '提姆海德克爾(Tim Heidecker)', '葉海亞阿巴杜馬汀二世(Yahya Abdul-Mateen II)', '安娜狄亞普(Anna Diop)']",['懸疑/驚悚'],輔15級/PG15
9383,高雄市電影館「短片風」專題,,上映日期：2019-01-10,片　　長：未提供,發行公司：高雄市電影館,沒有評分,[''],[''],['影展'],未分類
9384,榮耀坎城特別獻映－高雄搶先首映,,上映日期：2019-01-13,片　　長：未提供,發行公司：高雄市電影館,沒有評分,[''],[''],['影展'],未分類
9386,狗奴人生,Dogman,上映日期：2019-01-18,片　　長：01時43分,發行公司：捷傑電影,IMDb分數：7.3,['馬泰歐賈洛尼(Matteo Garrone)'],['馬切羅馮堤(Marcello Fonte)'],['劇情'],輔15級/PG15
9387,魔劍少年,The Kid Who Would Be King,上映日期：2019-01-18,片　　長：02時00分,發行公司：福斯,IMDb分數：6.3,['喬康沃爾(Joe Cornish)'],"['派屈克史都華(Patrick Stewart)', '蕾貝卡弗格森(Rebecca Ferguson)']","['冒險', '奇幻']",保護級/P
9389,法律女王,On the Basis of Sex,上映日期：2019-02-27,片　　長：02時01分,發行公司：CatchPlay,IMDb分數：6.7,['咪咪蕾德(Mimi Leder)'],"['費莉絲蒂瓊斯(Felicity Jones)', '艾米漢默(Armie Hammer)', '賈斯汀賽理斯(Justin Theroux)', '凱西貝茲(Kathy Bates)', '卡莉史派妮(Cailee Spaeny)', '傑克雷納(Jack Reynor)']",['劇情'],普遍級/G
9394,活個精彩,The Upside,上映日期：2019-03-15,片　　長：02時06分,發行公司：CatchPlay,IMDb分數：6.4,['尼爾柏格(Neil Burger)'],"['布萊恩克萊斯頓(Bryan Cranston)', '妮可基嫚(Nicole Kidman)', '凱文哈特(Kevin Hart)']","['劇情', '喜劇']",普遍級/G
9395,原本以為只是手機掉了,Stolen Identity,上映日期：2019-04-19,片　　長：01時57分,發行公司：車庫娛樂,IMDb分數：5.8,['中田秀夫(Hideo Nakta)'],"['北川景子(Kitagawa Keiko)', '田中圭(Kei Tanaka)', '千葉雄大(Yudai Chiba)']",['懸疑/驚悚'],輔15級/PG15
9397,福爾圖娜之瞳,Fortuna’s Eye,上映日期：2019-05-03,片　　長：01時51分,發行公司：車庫娛樂,IMDb分數：5.6,['三木孝浩'],"['神木隆之介(Ryunosuke Kamiki)', '有村架純(Kasumi Arimura)']","['愛情', '奇幻', '劇情']",普遍級/G
9402,穿在乳頭上的洞,Piercing,上映日期：2019-02-01,片　　長：01時28分,發行公司：車庫娛樂,IMDb分數：5.7,['尼可拉斯佩斯(Nicolas Pesce)'],"['克里斯多福阿伯特(Christopher Abbott)', '蜜雅瓦西寇斯卡(Mia Wasikowska)', '蕾雅柯絲塔(Laia Costa)']","['恐怖', '懸疑/驚悚']",限制級/R
9405,毀滅者,Destroyer,上映日期：2019-03-29,片　　長：02時01分,發行公司：車庫娛樂,IMDb分數：6.3,['凱琳庫茲瑪(Karyn Kusama)'],"['妮可基嫚(Nicole Kidman)', '賽巴斯汀史坦(Sebastian Stan)', '托比凱貝爾(Toby Kebbell)']","['犯罪', '懸疑/驚悚']",輔15級/PG15
9407,鬼裔,The Prodigy,上映日期：2019-03-15,片　　長：01時32分,發行公司：車庫娛樂,IMDb分數：6.0,['尼可拉斯麥卡錫(Nicholas McCarthy)'],"['泰勒席林(Taylor Schilling)', '科姆費爾(Colm Feore)', '傑克森勞勃史考特(Jackson Robert Scott)']","['恐怖', '懸疑/驚悚']",輔15級/PG15
9412,吾愛吾詩,The Kindergarten Teacher,上映日期：2019-05-24,片　　長：01時38分,發行公司：車庫娛樂,IMDb分數：6.8,['莎拉寇拉潔洛(Sara Colangelo)'],"['瑪姬葛倫霍(Maggie Gyllenhaal)', '蓋爾嘉西亞貝納(Gael Garcia Bernal)', '羅莎薩拉查(Rosa Salazar)']",['劇情'],保護級/P
9415,我的嘻哈我的家,Sunset in My Hometown,上映日期：2019-01-18,片　　長：02時04分,發行公司：車庫娛樂,IMDb分數：6.4,['李濬益'],"['金高銀', '朴正民']",['劇情'],保護級/P
9417,未來的青春筆記,Student A,上映日期：2019-01-25,片　　長：01時54分,發行公司：車庫娛樂,沒有評分,['李敬燮'],"['金俊勉', '金歡熙', '李鍾赫', '鄭多彬']",['劇情'],保護級/P
9423,小資女孩奮鬥記：遊樂園的奇蹟,Ozland,上映日期：2019-03-08,片　　長：01時45分,發行公司：中影股份有限公司,IMDb分數：5.9,['波多野貴文'],"['波瑠', '西島秀俊(Hidetoshi Nishijima)', '橋本愛(Ai Hashimoto)', '深水元基', '炳本明']","['勵志', '劇情']",普遍級/G
9424,元氣人生,"Ｍy Retirement, My Life",上映日期：2019-02-15,片　　長：01時50分,發行公司：天馬行空,沒有評分,['菊地健雄(Takeo Kikuchi)'],"['草刈正雄(Masao Kusakari)', '木村文乃(Fumino Kimura)', '和久井映見']",['劇情'],普遍級/G
9429,億男,Million Dollar Man,上映日期：2019-02-01,片　　長：01時56分,發行公司：傳影互動,IMDb分數：5.3,['大友啓史(Ohtomo Keishi)'],"['佐藤健(Takeru Sato)', '高橋一生(Isse Takahashi)', '黑木華(Haru Kuroki)', '澤尻英龍華(Erika Sawajiri)', '北村一輝(Kazuki Kitamura)', '藤原龍也(Tatsuya Fujiwara)']",['劇情'],普遍級/G
9431,辛德勒的名單,Schindler's list,上映日期：2019-01-25,片　　長：03時17分,發行公司：環球影業,沒有評分,['史蒂芬史匹柏(Steven Spielberg)'],"['連恩尼遜(Liam Neeson)', '班金斯利(Ben Kingsley)', '雷夫范恩斯(Ralph Fiennes)', '安珀黛維茲(Embeth Davidtz)']",['劇情'],未分類
9432,恭喜八婆,Miss Behavior,上映日期：2019-02-27,片　　長：01時29分,發行公司：華映,沒有評分,['彭浩翔'],"['梁詠琪(Gigi Leung)', '梁洛施(Isabella Leong)', '楊千嬅', '邵音音(Susan Shaw)', '陳靜']",['喜劇'],保護級/P
9435,乳･房,Breast and House,上映日期：2019-03-08,片　　長：01時43分,發行公司：可樂電影,沒有評分,['謝志文(Hsieh Chih Wen)'],"['劉香慈(Chantel Liu)', '謝毅宏(Joe Hsieh)', '庹宗華', '丁國琳(Ting Kuo-Lin)', '黃長福', '林進', '高山峰', '林佑星']",['劇情'],保護級/P
9436,芭蕾少女夢,Girl,上映日期：2019-02-22,片　　長：01時46分,發行公司：鏡象電影,IMDb分數：7.2,['盧卡斯東特(Lukas Dhont)'],"['維克多普斯特(Victor Polster)', '亞里耶偉索特(Arieh Worthalter)']",['劇情'],輔15級/PG15
9442,妖怪手錶：光影之卷鬼王的復活,Yo-kai Watch Shadowside the Movie: Resurrection of the Demon King,上映日期：2019-01-25,片　　長：01時34分,發行公司：華藝娛樂、蜜蜂工房,沒有評分,['後信治'],"['上白石萌音', '千葉雄大(Yudai Chiba)']",['動畫'],保護級/P
9444,相對世界。明日終結？,The Relative Worlds,上映日期：2019-03-29,片　　長：01時33分,發行公司：木棉花國際股份有限公司,沒有評分,['櫻木優平'],"['梶裕貴(Yuki Kaji)', '内田真禮', '悠木碧', '水瀨祈(Inori Minase)', '水樹奈奈', '津田健次郎', '森川智之', '中島良樹(Nakajima Yoshiki)', '千本木彩花(Senbongi Sayaka)']","['愛情', '動畫', '戰爭', '奇幻']",未分類
9447,我想有個家,Capharnaum,上映日期：2019-02-08,片　　長：02時06分,發行公司：海鵬,IMDb分數：8.4,['娜迪拉巴琪(Nadine Labaki)'],['贊恩阿勒費亞(Zain Alrafeea)'],['劇情'],輔12級/PG12
9455,神探蒲松齡,The Knight of Shadows: Between Yin and Yang,上映日期：2019-02-05,片　　長：01時50分,發行公司：龍祥,IMDb分數：5.2,['嚴嘉'],"['成龍(Jackie Chan)', '阮經天', '鍾楚曦', '林柏宏', '林鵬']","['奇幻', '劇情']",保護級/P
9456,靈異乍現,Brightburn,上映日期：2019-08-07,片　　長：01時30分,發行公司：索尼影業,IMDb分數：6.2,['大衛亞羅維斯基(David Yarovesky)'],"['伊莉莎白班克斯(Elizabeth Banks)', '大衛丹曼(David Denman)']","['恐怖', '懸疑/驚悚']",限制級/R
9462,女王的柯基,The Queen’s Corgi,上映日期：2019-04-12,片　　長：01時25分,發行公司：傳影互動,IMDb分數：5.5,['班史塔森(Ben Stassen)'],"['茱莉華特斯(Julie Walters)', '傑克懷特霍爾(Jack Whitehall)']","['動畫', '喜劇']",普遍級/G
9467,蜘蛛人：離家日,Spider-Man: Far From Home,上映日期：2019-07-03,片　　長：02時10分,發行公司：索尼影業,IMDb分數：7.9,['瓊華茲'],"['湯姆霍蘭德(Tom Holland)', '千黛亞(Zendaya)', '傑克葛倫霍(Jake Gyllenhaal)', '蔻碧史莫德(Cobie Smulders)', '山繆傑克森(Samuel L. Jackson)', '梅莉莎托梅(Marisa Tomei)', '強法洛(Jon Favreau)']",['動作'],普遍級/G
9470,恐怖影展,,上映日期：2019-01-25,片　　長：未提供,發行公司：華映,沒有評分,[''],[''],['影展'],未分類
9473,在地下城尋求邂逅是否搞錯了什麼─獵戶座之箭─,Is It Wrong to Try to Pick Up Girls in a Dungeon?  Arrow of Orion,上映日期：2019-02-22,片　　長：01時23分,發行公司：天馬行空,IMDb分數：8.6,['櫻美勝志(Sakurabi Katsushi)'],"['松岡禎丞', '水瀨祈(Inori Minase)', '坂本真綾(Maaya Sakamoto)']",['動畫'],普遍級/G
9475,非．虛構情事,Non-fiction,上映日期：2019-02-27,片　　長：01時48分,發行公司：天馬行空,IMDb分數：6.5,['奧利維耶阿薩亞斯(Olivier ASSAYAS)'],"['吉翁卡列(Guillaume Canet)', '茱麗葉畢諾許(Juliette Binoche)', '文森馬格恩(Vincent Macaigne)']",['劇情'],輔15級/PG15
9477,降魔傳,The Goden Monk,上映日期：2019-01-25,片　　長：未提供,發行公司：華映,IMDb分數：4.7,"['王晶', '鐘少雄']","['鄭愷', '張雨綺(Kitty Zhang Yuqi)', '羅家英', '謝依霖']","['奇幻', '喜劇']",未分類
9478,沒有煙硝的愛情,Cold War,上映日期：2019-02-14,片　　長：01時29分,發行公司：東昊,IMDb分數：7.7,['帕威帕利科斯基(Pawel Pawlikowski)'],"['尤安娜庫立克(Joanna Kulig)', '托瑪斯科特(Tomasz Kot)']","['愛情', '劇情']",保護級/P
9479,我和我的摔角家庭,Fighting with My Family,上映日期：2019-04-04,片　　長：未提供,發行公司：環球影業,IMDb分數：7.5,['史蒂芬默錢特(Stephen Merchant)'],"['巨石強森(Dwayne Johnson)', '佛蘿倫絲普伊(Florence Pugh)', '琳納海蒂(Lena Headey)', '文斯范恩(Vince Vaughn)', '尼克弗洛斯特(Nick Frost)', '史蒂芬默錢特(Stephen Merchant)']",['喜劇'],未分類
9481,七龍珠超：布羅利,Dragon Ball Super：Broly,上映日期：2019-02-22,片　　長：01時40分,發行公司：台北双喜電影,IMDb分數：8.1,['長峯達也(Nagamine Tatsuya)'],"['堀川亮', '古川登志夫', '中尾隆聖', '島田敏', '久川綾', '野澤雅子']",['動畫'],保護級/P
9482,滾滾紅塵,Red Dust,上映日期：2019-03-08,片　　長：01時35分,發行公司：甲上,沒有評分,['嚴浩'],"['林青霞', '秦漢', '張曼玉(Maggie Chang)']","['愛情', '劇情']",保護級/P
9484,劇場版 王室教師海涅,The Royal Tutor,上映日期：2019-03-29,片　　長：未提供,發行公司：曼迪,IMDb分數：6.7,['菊池勝也'],"['蒼井翔太', '植田圭輔', '安里勇哉', '安達勇人', '廣瀨大介']",['動畫'],未分類
9488,攝魂修女院,St. Agatha,上映日期：2019-02-15,片　　長：01時44分,發行公司：暗光鳥,IMDb分數：6.1,['戴倫連恩布斯曼(Darren Lynn Bousman)'],"['莎賓娜柯恩(Sabrina Kern)', '卡羅琳亨尼斯(Carolyn Hennesy)', '寇特妮哈爾佛森(Courtney Halverson)']","['恐怖', '懸疑/驚悚']",輔15級/PG15
9494,地獄自拍,Selfie From Hell,上映日期：2019-02-27,片　　長：01時16分,發行公司：暗光鳥,IMDb分數：3.0,['艾道爾傑蘭(Erdal Ceylan)'],"['艾莉森沃克(Alyson Walker)', '東尼吉魯(Tony Giroux)', '蜜拉亞當斯(Meelah Adams)']","['恐怖', '懸疑/驚悚']",輔12級/PG12
9497,末日孤行,Here Alone,上映日期：2019-03-08,片　　長：01時38分,發行公司：暗光鳥,IMDb分數：5.6,['羅德布雷赫斯特(Rod Blackhurst)'],"['露西華特斯(Lucy Walters)', '吉娜皮爾桑提(Gina Piersanti)', '亞當大衛湯普森(Adam David Thompson)']","['科幻', '劇情', '恐怖']",輔15級/PG15
9503,巧虎電影 魔法島大冒險,Shimajiro The Movie Great Adventure On Magic,上映日期：2019-01-18,片　　長：01時00分,發行公司：全民大劇團股份有限公司,沒有評分,"['Hiro Takashima', '川又浩']","['許淑嬪', '楊凱凱', '劉錫華', '馮嘉德']","['動畫', '冒險']",普遍級/G
9505,失控班！,School ‘s Out,上映日期：2019-04-19,片　　長：01時43分,發行公司：亮點國際影業,IMDb分數：6.8,['薩巴斯汀馬尼耶(Sébastien Marnier)'],"['羅倫拉菲帝(Laurent Lafitte)', '艾曼紐貝考(Emmanuelle Bercot)']","['奇幻', '劇情', '懸疑/驚悚']",輔12級/PG12
9508,嬰魂不散,The Hole In The Ground,上映日期：2019-02-22,片　　長：01時30分,發行公司：海樂,IMDb分數：5.8,['李克寧(Lee Cronin)'],"['席娜凱絲蕾(Seána Kerslake)', '詹姆士馬克', '歐林麥肯(Eoin Macken)']","['恐怖', '懸疑/驚悚']",輔12級/PG12
9512,NICO，地下絲絨之後,"Nico,1988",上映日期：2019-02-14,片　　長：01時34分,發行公司：翻面映畫,IMDb分數：6.8,['蘇珊娜尼基亞雷(Susanna Nicchiarelli)'],"['崔娜蒂虹(Trine Dyrholm)', '安娜瑪麗亞瑪琳卡(Anamaria Marinca)', '桑德爾豐泰克(Sandor Funtek)', '約翰戈登辛克萊(John Gordon Sinclair)']","['音樂/歌舞', '歷史/傳記', '劇情']",輔12級/PG12
9515,異鄉真心話,Las Distancias,上映日期：2019-02-15,片　　長：01時37分,發行公司：本萃電影,IMDb分數：6.8,['艾蓮娜德拉裴(Elena Trapé)'],"['亞麗珊德拉希門涅絲(Alexandra Jimenez)', '米奇埃沙白(Miki Esparbé)', '布魯諾塞維亞(Bruno Sevilla)', '以薩費雷茲(Isak Férriz)']",['劇情'],普遍級/G
9516,愛上觸不到的你,Five Feet Apart,上映日期：2019-03-29,片　　長：未提供,發行公司：采昌,IMDb分數：7.1,['賈斯汀巴爾多尼(Justin Baldoni)'],"['海莉盧理查森(Haley Lu Richardson)', '寇爾史普洛茲(Cole Sprouse)', '莫伊塞斯阿里亞斯(Moises Arias)']","['愛情', '劇情']",未分類
9518,十二個想死的少年,12 Suicidal Teens,上映日期：2019-04-12,片　　長：01時58分,發行公司：中影,IMDb分數：6.5,['堤幸彥(Yukihiko Tsutsumi)'],"['橋本環奈(Kanna Hashimoto)', '杉咲花(Sugisaki Hana)', '新田真劍佑', '北村匠海', '高杉真宙(Mahiro Takasugi)', '黑島結菜']",['懸疑/驚悚'],保護級/P
9521,牛津解密,The Professor and the Madman,上映日期：2019-04-19,片　　長：01時45分,發行公司：采昌,IMDb分數：7.4,['法哈德薩菲尼(Farhad Safinia)'],"['梅爾吉勃遜(Mel Gibson)', '西恩潘(Sean Penn)', '娜塔莉多莫(Natalie Dormer)']","['歷史/傳記', '劇情']",保護級/P
9522,柏林我愛你,Berlin I Love you,上映日期：2019-05-03,片　　長：02時00分,發行公司：采昌,IMDb分數：4.3,"['彼得契爾森(Peter Chelsom)', '費南多艾姆布克(Fernando Eimbcke)', '丹尼賴維(Dani Levy)', '瑪希泰傑汀(Massy Tadjedin)', '黛安娜艾格倫(Dianna Agron)']","['綺拉奈特莉(Keira Knightley)', '海倫米蘭(Helen Mirren)', '米基洛克(Mickey Rourke)', '路克威爾森(Luke Wilson)', '吉姆史特葛斯(Jim Sturgess)', '迪耶哥路那(Diego Luna)', '夏洛特勒彭(Charlotte Le Bon)']","['愛情', '劇情']",輔12級/PG12
9525,捍衛任務3：全面開戰,John Wick: Chapter 3 - Parabellum,上映日期：2019-05-15,片　　長：02時11分,發行公司：威視,IMDb分數：8.0,['查德史塔赫斯基(Chad Stahelski)'],"['基努李維(Keanu Reeves)', '荷莉貝瑞(Halle Berry)', '伊恩麥克薛恩(Ian McShane)', '安潔莉卡休斯頓(Anjelica Huston)']","['動作', '劇情', '犯罪']",輔15級/PG15
9529,拾夢老人,The Dream Collector,上映日期：2019-01-30,片　　長：00時12分,發行公司：,沒有評分,['米粒(Li MI)'],[''],['劇情'],未分類
9532,當幸福提早來,Becoming Astrid,上映日期：2019-02-15,片　　長：02時02分,發行公司：捷傑電影,IMDb分數：7.2,['佩妮莉費雪克莉絲鄧森(Pernille Fischer Christensen)'],"['艾芭奧古斯特(Alba August)', '崔娜蒂虹(Trine Dyrholm)', '曼葛那斯克雷普(Magnus Krepper)', '瑪莉亞鮑娜薇(Maria Bonnevie)']","['歷史/傳記', '劇情']",保護級/P
9538,苦兒流浪記,"Remi, Nobody’s Boy",上映日期：2019-03-15,片　　長：01時49分,發行公司：甲上,IMDb分數：7.1,['安東尼布洛西爾(Antoine Blossier)'],"['丹尼爾奧圖(Daniel Auteuil)', '馬勒姆派昆(Maleaume Paquin)', '維吉尼亞莉朵嫣(Virginie Ledoyen)', '雅克貝漢(Jacques Perrin)']",['劇情'],普遍級/G
